date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:31	115/115	---MCZ	200	added ('OK')	text/plain	date:Thu,%2020%20Jul%202023%2021:53:31%20GMT	http://constance.local/robots.txt		(from )
09:53:31	114343/114343	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jul%202023%2021:53:31%20GMT	http://constance.local/	C:/My%20Web%20Sites/ConstanceSmall/constance.local/index.html	(from )
09:53:32	1053/1053	---MC-	200	added ('OK')	application/rss+xml	etag:%22107154c860ca6d55dfc5eac0e22155ff%22	http://constance.local/feed/	C:/My%20Web%20Sites/ConstanceSmall/constance.local/feed/index.html	(from http://constance.local/)
09:53:32	701/701	---MC-	200	added ('OK')	application/rss+xml	etag:%22107154c860ca6d55dfc5eac0e22155ff%22	http://constance.local/comments/feed/	C:/My%20Web%20Sites/ConstanceSmall/constance.local/comments/feed/index.html	(from http://constance.local/)
09:53:32	302/302	---MCZ	200	added ('OK')	text/css	etag:W/%2264b8a557-12e%22	http://constance.local/wp-content/themes/astra/assets/css/minified/compatibility/page-builder/bb-plugin.min.css?ver=4.1.6	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/themes/astra/assets/css/minified/compatibility/page-builder/bb-plugin.min3d81.css	(from http://constance.local/)
09:53:33	41482/41482	---MCZ	200	added ('OK')	text/css	etag:W/%2264b8a557-a20a%22	http://constance.local/wp-content/themes/astra/assets/css/minified/main.min.css?ver=4.1.6	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/themes/astra/assets/css/minified/main.min3d81.css	(from http://constance.local/)
09:53:34	97517/97517	---MCZ	200	added ('OK')	text/css	etag:W/%22640a784d-17ced%22	http://constance.local/wp-includes/css/dist/block-library/style.min.css?ver=6.2.2	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-includes/css/dist/block-library/style.min3781.css	(from http://constance.local/)
09:53:34	59305/59305	---MCZ	200	added ('OK')	text/css	etag:W/%2264b7827b-e7a9%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min7030.css	(from http://constance.local/)
09:53:34	29104/29104	---MCZ	200	added ('OK')	text/css	etag:W/%2264b9aca0-71b0%22	http://constance.local/wp-content/uploads/bb-plugin/cache/5-layout.css?ver=09939c5b28ee8f6bd647d6b452f31382	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/bb-plugin/cache/5-layouta241.css	(from http://constance.local/)
09:53:36	89815/89815	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226408d5ed-15ed7%22	http://constance.local/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-includes/js/jquery/jquery.min5aed.js	(from http://constance.local/)
09:53:36	13424/13424	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263e16a23-3470%22	http://constance.local/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from http://constance.local/)
09:53:37	7703/7703	---MCZ	200	added ('OK')	application/json	date:Thu,%2020%20Jul%202023%2021:53:36%20GMT	http://constance.local/wp-json/wp/v2/pages/5	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-json/wp/v2/pages/5.json	(from http://constance.local/)
09:53:38	798/798	---MCZ	200	added ('OK')	text/xml	date:Thu,%2020%20Jul%202023%2021:53:38%20GMT	http://constance.local/xmlrpc.php?rsd	C:/My%20Web%20Sites/ConstanceSmall/constance.local/xmlrpc0db0.php	(from http://constance.local/)
09:53:39	192423/192423	---MCZ	200	added ('OK')	application/json	date:Thu,%2020%20Jul%202023%2021:53:37%20GMT	http://constance.local/wp-json/	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-json/index.html	(from http://constance.local/)
09:53:39	2373/2373	---MCZ	200	added ('OK')	application/json	date:Thu,%2020%20Jul%202023%2021:53:38%20GMT	http://constance.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fconstance.local%2F	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-json/oembed/1.0/embede913.json	(from http://constance.local/)
09:53:39	2422/2422	---MCZ	200	added ('OK')	text/xml	date:Thu,%2020%20Jul%202023%2021:53:39%20GMT	http://constance.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fconstance.local%2F&format=xml	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-json/oembed/1.0/embedd1ca	(from http://constance.local/)
09:53:39	1112/1112	---M--	200	added ('OK')	image/jpeg	etag:%2264b89e80-458%22	http://constance.local/wp-content/uploads/2023/07/cropped-cropped-JasperArt_2023-06-01_22.06.07_1_upscaled-1-1-32x32.jpg	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/2023/07/cropped-cropped-JasperArt_2023-06-01_22.06.07_1_upscaled-1-1-32x32.jpg	(from http://constance.local/)
09:53:40	7479/7479	---M--	200	added ('OK')	image/jpeg	etag:%2264b89e80-1d37%22	http://constance.local/wp-content/uploads/2023/07/cropped-cropped-JasperArt_2023-06-01_22.06.07_1_upscaled-1-1-192x192.jpg	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/2023/07/cropped-cropped-JasperArt_2023-06-01_22.06.07_1_upscaled-1-1-192x192.jpg	(from http://constance.local/)
09:53:41	7066/7066	---M--	200	added ('OK')	image/jpeg	etag:%2264b89e80-1b9a%22	http://constance.local/wp-content/uploads/2023/07/cropped-cropped-JasperArt_2023-06-01_22.06.07_1_upscaled-1-1-180x180.jpg	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/2023/07/cropped-cropped-JasperArt_2023-06-01_22.06.07_1_upscaled-1-1-180x180.jpg	(from http://constance.local/)
09:53:41	2581/2581	---M--	200	added ('OK')	image/jpeg	etag:%2264b8a69b-a15%22	http://constance.local/wp-content/uploads/2023/07/cropped-cropped-cropped-JasperArt_2023-06-01_22.06.07_1_upscaled-1-1-75x75.jpg	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/2023/07/cropped-cropped-cropped-JasperArt_2023-06-01_22.06.07_1_upscaled-1-1-75x75.jpg	(from http://constance.local/)
09:53:43	78268/78268	---M--	200	added ('OK')	application/font-woff2	etag:%2264b7827b-131bc%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	(from http://constance.local/)
09:53:44	76736/76736	---M--	200	added ('OK')	application/font-woff2	etag:%2264b7827b-12bc0%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.woff2	(from http://constance.local/)
09:54:09	175367/175367	---M--	200	added ('OK')	image/png	etag:%2264b785fe-2ad07%22	http://constance.local/wp-content/uploads/2023/07/greenbonds.png	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/2023/07/greenbonds.png	(from http://constance.local/)
09:54:09	110/110	---M--	200	added ('OK')	image/png	etag:%2264b7827b-6e%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/img/pixel.png	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/img/pixel.png	(from http://constance.local/)
09:54:10	20609/20609	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264b8a557-5081%22	http://constance.local/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.1.6	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/themes/astra/assets/js/minified/frontend.min3d81.js	(from http://constance.local/)
09:54:10	24409/24409	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264b9aca0-5f59%22	http://constance.local/wp-content/uploads/bb-plugin/cache/5-layout.js?ver=f482bddc69947c1b05bc959e2e055d9f	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/bb-plugin/cache/5-layout6bff.js	(from http://constance.local/)
09:54:28	287925/287925	---M--	200	added ('OK')	image/png	etag:%2264b785ff-464b5%22	http://constance.local/wp-content/uploads/2023/07/Picture3.png	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/2023/07/Picture3.png	(from http://constance.local/)
09:54:32	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2264b7827b-20c96%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.eot	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:54:37	326058/326058	---M--	200	added ('OK')	image/png	etag:%2264b7da2b-4f9aa%22	http://constance.local/wp-content/uploads/2023/07/sandor.png	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/2023/07/sandor.png	(from http://constance.local/)
09:54:42	89988/89988	---M--	200	added ('OK')	application/font-woff	etag:%2264b7827b-15f84%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.woff	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:54:48	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2264b7827b-84f2%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.eot	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:54:51	13224/13224	---M--	200	added ('OK')	application/font-woff2	etag:%2264b7827b-33a8%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.woff2	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:54:54	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%2264b7827b-3f94%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.woff	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:54:54	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2264b7827b-20c96%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400d41d.eot	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:54:54	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%2264b7827b-2354a%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.svg	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:54:59	133988/133988	---M--	200	added ('OK')	application/font-sfnt	etag:%2264b7827b-20b64%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-brands-400.ttf	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:55:00	33736/33736	---M--	200	added ('OK')	application/font-sfnt	etag:%2264b7827b-83c8%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-regular-400.ttf	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:55:15	101648/101648	---M--	200	added ('OK')	application/font-woff	etag:%2264b7827b-18d10%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:55:16	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%2264b7827b-e05cf%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.svg	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:55:22	597453/597453	---M--	200	added ('OK')	image/png	etag:%2264b7da2a-91dcd%22	http://constance.local/wp-content/uploads/2023/07/TR.png	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/uploads/2023/07/TR.png	(from http://constance.local/)
09:55:29	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2264b7827b-31916%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.eot	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:55:35	202744/202744	---M--	200	added ('OK')	application/font-sfnt	etag:%2264b7827b-317f8%22	http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.ttf	(from http://constance.local/wp-content/plugins/beaver-builder-lite-version/fonts/fontawesome/5.15.4/css/all.min.css?ver=2.7.0.5)
09:55:35	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Jul%202023%2021:55:35%20GMT	http://constance.local/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/ConstanceSmall/constance.local/wp-admin/admin-ajax.29.delayed	(from http://constance.local/wp-content/uploads/bb-plugin/cache/5-layout.js?ver=f482bddc69947c1b05bc959e2e055d9f)
